,entity_1,entity_2
94591,Use Package,Document
94592,Arg List,Arg
94593,Behavior,Transition
94594,project,And Expression
94595,left_wing,Base Minus
94596,Classification Graph,Graph
94597,Element,Behavioral Feature
94598,Chapter,Header
94599,Running,Used Machines
94600,Declaration,Const Decl
94601,Component,Abstract Behavior
94602,Program,Monitor
94603,association area,economic_value
94604,Entities,Attribute
94605,Comments,Feature Modell
94606,economic_value,Base Constant
94607,Parameters,Element
94608,Task,Terminator Task
94609,Observer Instance,State
94610,Method,Ref Method
94611,Imported Source,Source Query
94612,Periodical,Magazine
94613,Definition,Parametric Definition
94614,Machine,Initial
94615,Generic Actor,Organization Object
94616,Child,Child2
94617,Any Root,Identifier
94618,jackstones,insurance firm
94619,Model,Component Instance
94620,Impulsmodul,Magnetartikel
94621,Implementation File,Implementation Component
94622,Page,Question
94623,interstate,onega
94624,Part,Named
94625,Link,Inertia
94626,Entidad,Noor App
94627,Node Model,Define Property
94628,Head,Page
94629,Segment,Segment Object
94630,station,Person
94631,Name,Waypoint Attribute
94632,Ocl Expression,Ocl Xor
94633,Operation Trigger,Port
94634,Event Property,Derivation Expression
94635,Attribute Value,Decimal Value
94636,Euler Rotation,Origin
94637,Organization,Association
94638,Command While,Commands
94639,client,order_of_magnitude
94640,Element Definition,Model Group
94641,Link Type,Class Type
94642,Name,Base Package
94643,Codelist Entry,Subset
94644,Generalization Set,Classifier
94645,Parameter,Model
94646,Access Right,Secured Element
94647,Distribution,Deterministic
94648,Application Model,Workload Model
94649,Entity,Alt Attribute
94650,heading,heading
94651,Application Function,Application Element
94652,Think Device,Node
94653,Association,Artifact
94654,Model,Bug398890
94655,Abstract Element,Common Element
94656,Single Statement,Return Statement
94657,Future Avoidance,Avoidance Patterns
94658,Saga,Step
94659,Annotation,Union
94660,Hybrid Dimension,Hybrid Element
94661,Named Element,Labeled Statement
94662,Order,Relation
94663,Service,Kubernetes
94664,Structure Descriptor,Mapping Descriptor
94665,Object Property,Datatype
94666,Call,Transaction
94667,Input Pattern,Rule
94668,When Statement,Anyxml Substatement
94669,defense_intelligence_agency,Dia Horario
94670,Graph Element,Graph Edge
94671,Lookup Method,Component
94672,list_for,testlist_safe
94673,sees,Declaration
94674,Composite Processor,Flow Target
94675,Rezeptliste,Produkt Import
94676,State,Anchor
94677,Literal,Boolean
94678,Abstract Component,Outbound Router
94679,Abstract Network,Flat Network
94680,Om,Variable Om
94681,Link,Linked Object
94682,Option,Config
94683,economic_value,picker
94684,Model Thing,Model Channel
94685,Behavioural Element,Link
94686,Operation Definition,Program
94687,Address,Street
94688,Location,Application Component
94689,Executable Expression,Function Declaration
94690,Boolean Constant,Constant Expression
94691,Section,Form
94692,Vue Langue,Langue
94693,Table,Graphical Resource
94694,Element,Works
94695,String Literal,misprint
94696,Text Field,Text
94697,yield_expr,yield_or_testlist_comp
94698,Actor,Decomposition
94699,placement,border
94700,Condition,Plugin Binding
94701,Laser,Distance Settings
94702,stylesheet,media
94703,Central_ Time,Expr
94704,Choice,Extension
94705,Temperature Sensor,House Mountable
94706,Field,Method
94707,Task,Business Role
94708,expression,expression
94709,Content,Invoke
94710,Abstract System,Abstract Group
94711,Attributes,Entity
94712,Service,Periodical Payment
94713,Trigger,Event Signal
94714,Value Type,Model Type
94715,Base Element,Lane Set
94716,unconstrained_array_definition,index_subtype_definition
94717,Preference Group,Preference
94718,Fond,My Fond
94719,Text Elt,Pp
94720,action,province
94721,Bot Interaction,Interaction
94722,Package,Copr
94723,Expression,Scalar Expression
94724,Connection,Incoming
94725,Rule,Transition
94726,Expression,Gtr
94727,Trace Definition,Put Trace
94728,paper feed,Name
94729,Affix Form,Formal Param
94730,Event Source,From
94731,Symbol Reference,Named Par
94732,Action,Followers
94733,Number Comparing,Proposition
94734,Base Model,Relationships
94735,picnic ground,electric_cell
94736,Expr,Int
94737,Mof Property,Mof Class
94738,Add Expression,Mul Expression
94739,Scope,Scope
94740,Scalar Expression,String Concat
94741,Locations,Declaration
94742,Server,Failure Rate
94743,Implies,Head
94744,Business Concept,Location
94745,Permission,Perm Oper
94746,Person,Employee
94747,Criteria,Named Element
94748,faculty,economic_value
94749,Dynamic Page,Web Page
94750,Mapping,Rule
94751,Home Pages,Layoutable
94752,Expression,Collection Add
94753,Table,Fk
94754,Value,filling
94755,Location,Identified Element
94756,Missing,Missing Reference
94757,Component Name,fundamental_interaction
94758,Layout Section,Grid
94759,Tag Reference,economic_value
94760,figure,parametric_quantity
94761,discovery,economic_value
94762,savoring,component
94763,Named Element,Process Call
94764,Ixy Tip,Model Bmodesbmi
94765,Low Limit,Limit
94766,Source,Schema
94767,Train,Depot
94768,Waterheater,Grid
94769,Type,Base Fault
94770,Concept B2,Concept A2
94771,Powered,System
94772,Mandatory Connection,Feature Model
94773,character,Data Type
94774,elm_tree,spanish armada
94775,Design Concern,Modeling Concern
94776,Widget,Task
94777,Presence Modifier,Field
94778,Abstract Element,Description
94779,Typed Value,property
94780,Asercion Seleccion,Estado
94781,Elementos Primarios,Profesor
94782,Control Structure,Repeat
94783,Forall,Quantifier Expression
94784,Representation,Cooperative Agent
94785,Security Container,Security Requirement
94786,Route,Point
94787,Library Header,Attributed Declaration
94788,right_field,Base Right
94789,Association End,To
94790,Library Viewpoint,Element
94791,liter,calciferol
94792,Variable,Model
94793,Application,Element
94794,Condition,Search
94795,Deep Element,Cardinality
94796,Int Param,Postrm Modules
94797,Attribute,Attribute Values
94798,Output Suite,Confidentiality
94799,Control,Date Type
94800,Expression,Array Access
94801,virtual image,gens
94802,Functional Area,Mission
94803,Event,Stato
94804,Herencia,Diagrama Clases
94805,Multiply,Value
94806,Interface Config,Port
94807,Artifact,System Software
94808,Status Service,Mandate Service
94809,Itf File,Interface Definition
94810,System,Operation
94811,Handler,Component Definition
94812,Model,Operator
94813,Surface,grain
94814,Stall Mod,Model Fastadn
94815,Set,Fruit
94816,Procedure,Var Declaration
94817,Tipo Elemento,Atributo
94818,Left Part,Rule String
94819,Group Element,Group
94820,Execution Environment,Node
94821,Metodo User,Clase
94822,Bool,character
94823,Physical Location,Polygon
94824,Graph Edge,Graph Connector
94825,permutation,alteration
94826,Click,Button Event
94827,Problem Solution,Doc Resource
94828,Justifications,Justification
94829,Language Dependency,Type
94830,Description,Professional Description
94831,Block Count,Mux Factor
94832,Transaksi,Client
94833,Delta Store,Basic Function
94834,primary_expression,expression
94835,Site Web,Lien Externe
94836,Simple Statement,Goto Statement
94837,Infrastructure Function,Technology Concept
94838,Person,Fan
94839,Vague,Niveau
94840,Situation Declaration,Declaration
94841,Field,Howpublished
94842,Object,Color Mapping
94843,Int Range,Selector Value
94844,Control Construct,Sequence
94845,Block,Java Function
94846,Policy,Prof Weight
94847,Algebric Expression,equivalence
94848,Named,roentgen
94849,User Preference,Provider
94850,Event,Attribut Event
94851,Language,Module
94852,Value,Base Button
94853,Script,Linea Comando
94854,Visualization Model,Navigation Flow
94855,abstraction,economic_value
94856,View Package,Component Package
94857,Gleisabschnitt,Gleismodul
94858,Result,Any Result
94859,Action,Turtle
94860,Environmental Object,dangla
94861,Arithmetic Expr,Value
94862,Participant,Relations Object
94863,Customer,Order
94864,Interface,Element
94865,Response,Header
94866,Substructure Styleclass,Substructure
94867,Match,Tournament
94868,Multi,Point
94869,Questionnaire,Data Metric
94870,Measurement Device,Thermometer
94871,Match Attribute,Attribute Value
94872,Publication,Journal Article
94873,Control Action,Action
94874,Sequence Flow,Edge
94875,Knowledge Variable,Comparable Query
94876,Behaviour,State
94877,Impact,Architectural Element
94878,Object Type,Situational Role
94879,Instances,Process
94880,quadratic_bezier_curveto,quadratic_bezier_curveto_argument_sequence
94881,Proof Feature,Proof Info
94882,Diagram,Operation Container
94883,economic_value,tocopherol
94884,Binary Operator,Minus
94885,Super Class,beginning
94886,Service Component,Components
94887,taskstep,tasksteps
94888,Menu Item,Operation Element
94889,Build Job,Promotion
94890,Command,Verify
94891,Composition Connector,Selector
94892,Binary Operator,Specific In
94893,Chronos,Snapshooter
94894,Polygon Task,Coordinate
94895,Business Interaction,Business Element
94896,Architecture,Business Logic
94897,Internal Edge,Direct Connection
94898,Selectable Position,Koordinate
94899,Type,Typed Member
94900,Viewpoint Dependency,Viewpoint
94901,Hidden,Activation
94902,Gt Instruction,Instruction
94903,Has Next,Condition
94904,Annotation,Redefine
94905,myringotomy,gens
94906,Goal,Away Context
94907,Reference,Reference List
94908,Color,Settings Element
94909,Global Architecture,Information Type
94910,Repository Location,Unit
94911,dynasty,trustingness
94912,Statement,Statement_ Block
94913,Modelo,Vista
94914,horned whiff,quarrel
94915,Command,Csv Command
94916,Statement,Loop
94917,Action Literal,Condition Expression
94918,Activity Node,Control Node
94919,Define Simple,Define Fun
94920,Synchronize Section,Synchronization
94921,Events,Schedules
94922,El If,Expression
94923,Jove Notes,Notes Element
94924,Exception Case,Opposite Only
94925,Rotation,Sensor Placement
94926,Action,Flow
94927,Question,Page
94928,look,genus alpinia
94929,Stock,Store
94930,Deterministic Choice,Dependency
94931,Cloud,Price
94932,By Key,coalesce
94933,Link,Binding
94934,Instruction,Sub Body
94935,Collection,Item List
94936,Post Constraint,Element
94937,Signal,Element
94938,Feature,Feature Value
94939,Case,Base Partie
94940,spermatophyta,mullein pink
94941,Scalar Expression,String Split
94942,Markup Element,Text Element
94943,Nodes,Refinable Node
94944,Tray,Operator
94945,Component Type,Output Port
94946,Constraint,Value
94947,Environnement,Element
94948,look,Selection Item
94949,Src,Value
94950,family pinaceae,fishwife
94951,repetition,theoretical_account
94952,Vocabulary,Rdf Class
94953,Edge,Attributed Item
94954,Postcondition,Function Annotation
94955,Root2 Child,mention
94956,Object Creator,Types
94957,Model,Named Element
94958,Test Linewrap,Root
94959,Model,Route
94960,Symbol,Binding
94961,University,Program
94962,imaginary_lit,float_lit
94963,out,Statement
94964,spreader,Localization Type
94965,objectlist,Statement
94966,Base Attribute,Popis
94967,Block Type,Message
94968,Car,highway
94969,economic_value,Base Astates
94970,Name,Variable Definition
94971,Statement,Switch Stmt
94972,legal status,section
94973,Model,Protein
94974,Statement_ Repeat,Expression
94975,Arc,Petri Element
94976,Test38,Test37
94977,Customer Data,Parameter
94978,Min Static,Logic Term
94979,Next,Function
94980,Port Instance,Common Connector
94981,Base Model,Repository Location
94982,scalar_constraint,constraint
94983,Remote Data,Work Flow
94984,Stop,Signal
94985,Rezept,Produkt Ref
94986,Json Type,Json Null
94987,Class,Base Value
94988,Primary,Name Exp
94989,connexion,tineola
94990,abandoned ship,gens
94991,Base Microservice,Group
94992,Command Stat,Favorited
94993,Named,Recette
94994,System Communication,State
94995,Model,Sensor
94996,Init Stmt,For Clause
94997,Lamp Actor,House Mountable
94998,Inclusion Call,Event
94999,Block,Body
95000,Kinematic Parameters,Vehicle
95001,economic_value,regulation
95002,butyl alcohol,way
95003,Class,bundle
95004,Regular Entity,Entity Concept
95005,Binding,Expr
95006,Evento,Profissional
95007,Script Statement,Orcs Script
95008,Module Element,Rule
95009,Named Element,Launch Site
95010,Source,Positioned Element
95011,Org Unit,Enrolment
95012,condescension,trade_name
95013,Resident,Event
95014,Release Review,Review
95015,Loader,Session
95016,Subsystem,Use Case
95017,Aptitude,Cooperative Agent
95018,Classifier,Typed Element
95019,If Statement,Statement Block
95020,Assertion Quantified,Assertion Form
95021,Child3,Root Interface
95022,Action,Send Action
95023,Transition,Identification
95024,Choreography,Activity
95025,Buch Beschreibung,Autor
95026,Variable,Choreography
95027,human_relationship,virucide
95028,Channel,Descriptive Element
95029,Service,Service Composant
95030,State Machine,Block
95031,computer_architecture,sexual_intercourse
95032,rhus dermatitis,province
95033,Variable,Action
95034,Base Representation,Induced Representation
95035,Archimate Model,Relationship Connector
95036,Where Part,With Part
95037,Port,Connection
95038,close support,gens
95039,Attribute,Registration
95040,list,Line
95041,State Machine,border
95042,Post,Event
95043,Shared Kernel,Bounded Context
95044,Abstrat Action,Conditional Action
95045,Command Statement,Drop
95046,Free Text,Entity
95047,Trg Place,Trg Expression
95048,Call,Super Execution
95049,Attribut,Eingabefeld
95050,Intent Input,Training Phrase
95051,External Dataset,Dataset
95052,circuit,view
95053,Single Instruction,Operation
95054,Customer,Person
95055,Attribute Test,Kind Test
95056,Configuration,Context
95057,Filter Exp,Bitwise Operator
95058,Temperature Query,Number Value
95059,Herencia Hijo,Entidad
95060,Boolean Term,Var Decl
95061,Architecture Framework,Stakeholder
95062,Span,Specialpre
95063,telemetry,figure
95064,Objective,Tactic
95065,Individual Instance,Social Instance
95066,Setting,Sequence Report
95067,Statement,Start Port
95068,web,gestational age
95069,Comando,Acciones
95070,Identifiable,Relation
95071,Tipo,Permanente
95072,Restriction,Restriction Column
95073,Domain Model,Aggregate
95074,Manche,Pioche
95075,Protocol Statement,Done
95076,Event,Event Attrib
95077,Zone,Scene
95078,Real Figure,Abstract Figure
95079,Atributo,Atributo Simple
95080,Reference,Entity Type
95081,prolificacy,talking
95082,Parameter Value,Incrementer Reference
95083,Action,Create Action
95084,Variable,Valor
95085,misprint,parametric_quantity
95086,Vehicle,Wheel
95087,State Machine,Document Field
95088,circuit,gens
95089,Style,I18n
95090,Property,Upper Bound
95091,Coordinador,Pedido
95092,Bar,Bar Derived
95093,Leader,Organizational Unit
95094,Base Sqrt,Expression
95095,Asset,Fixed Asset
95096,Schachtel,root
95097,Expression,Sub Call
95098,Literal,Within_and_
95099,Engineering Object,Controlling Object
95100,Face Name,Identified Elt
95101,Discounts,Invoice
95102,Located Element,Transformation
95103,Entities Feature,Feature Type
95104,Config Element,Xml Config
